mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900351,P. Rajeeve,Elected,22-04-2009,23-04-2015,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Professional Graduate,"B.A., LL.B., Diploma in Chemical Engineering Educated at St. Pauls College, Kalamassery, Govt. Law College, Ernakulum and Govt. Polytechnic, Kalamassery",58,219,4,792,0.838407494, Data corresponds to the period from 01-06-2009 to 21-08-2025.,56.38512237,1.242040802,337.3777137,0.798894513,91.20714286,0.892857143,502.4142857,0.795412107,Rajya Sabha
900074,B.K. Hariprasad,Elected,22-08-2013,25-06-2020,Fourth Term,N/A,Karnataka,Indian National Congress,Male,Graduate,"B. Com. Educated at M.E.S.College, Bangalore University, Bangalore",71,174,4,767,0.849236641, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.0007696,1.824861197,425.2678068,0.798894513,86.91363636,2.009090909,450.8151515,0.732425211,Rajya Sabha
900170,Husain Dalwai,Elected,26-07-2011,02-04-2020,Second Term,N/A,Maharashtra,Indian National Congress,Male,Post Graduate,"M.A. (Sociology) Educated at United English School, Chiplun, Ratnagiri and Mumbai University Mumbai, Maharashtra",82,356,18,1104,0.886326194, Data corresponds to the period from 01-06-2009 to 21-08-2025.,119.8551676,1.971844241,479.9239151,0.798894513,106.8277778,5.481699346,713.188317,0.780735151,Rajya Sabha
900287,Matilal Sarkar,Elected,03-04-2004,02-04-2010,Second Term,N/A,Tripura,Communist Party of India (Marxist),Male,Post Graduate,"B.Sc., M.Sc., B.T., Special Training in Biology Educated at Bardowali High School, Agartala, M.B.B. College, Agartala, University of Saugar, Madhya Pradesh, B.T. (S.T.T.) College, Calcutta University, Agartala and Presidency College, Kolkata",84,17,3,37,0.808823529, Data corresponds to the period from 01-06-2009 to 21-08-2025.,8.405211727,0.204427143,62.96507346,0.798894513,17,3,37,0.896683391,Rajya Sabha
900697,Biplab Kumar Deb,Elected,24-09-2022,04-06-2024,First Term,N/A,Tripura,Bharatiya Janata Party,Male,Graduate,"Graduate Educated at Tripura University, Agartala",53,22,1,73,0.853658537, Data corresponds to the period from 01-06-2009 to 21-08-2025.,35.01651548,0.521188774,65.9322829,0.798894513,22,1,73,0.896683391,Rajya Sabha
900354,P.J. Kurien,Elected,02-07-2006,01-07-2018,Third Term,N/A,Kerala,Indian National Congress,Male,Post Graduate,"M. Sc. Educated at St. Thomas College, Kozencherry (Kerala) and Government Science College, Rewa (Madhya Pradesh)",84,35,2,150,0.946280992,This MP was elected Deputy Chairman of RS in Oct 2012. Participation and attendance details of this MP are thus available till Sep 2012. Data corresponds to the period from 01-06-2009 to 21-08-2025.,23.25545972,0.640600241,192.7833342,0.798894513,25.02777778,0.5,257.8531746,0.795412107,Rajya Sabha
900415,Rajkumar Dhoot,Elected,03-04-2008,02-04-2020,Third Term,N/A,Maharashtra,Shiv Sena,Male,Graduate,"B.Com.(Hons.) Educated at S.B. College, Aurangabad (Maharashtra)",69,9,33,1565,0.507853403, Data corresponds to the period from 01-06-2009 to 21-08-2025.,136.9358632,2.469016273,608.9879606,0.798894513,128.9630019,6.020985061,928.7512021,0.780735151,Rajya Sabha
900299,Mohan Singh,Elected,05-07-2010,22-09-2013,First Term,N/A,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A.; Educated at Shri Krishna Inter College, Barahaj, Deoria and Allahabad University, Allahabad, Uttar Pradesh",80,16,7,251,0.899598394, Data corresponds to the period from 01-06-2009 to 21-08-2025.,27.85101409,0.644155076,188.8759736,0.798894513,23.96021505,1.132258065,133.6591398,0.84305552,Rajya Sabha
900532,Subramanian Swamy,Nominated,25-04-2016,24-04-2022,Third Term,N/A,N/A,Bharatiya Janata Party,Male,Doctorate,"B.A. (Honours) in Mathematics, M.A. (Statistics), Ph.D.(Economics) Educated at University of Delhi, Delhi, Indian Statistical Institute, Kolkata and Harvard University, Cambridge, Massachusetts(U.S.A)",85,28,2,93,0.898907104, Data corresponds to the period from 01-06-2009 to 21-08-2025.,106.6391825,1.22359988,302.1781782,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900486,Saroj Pandey,Elected,03-04-2018,02-04-2024,First Term,N/A,Chhattisgarh,Bharatiya Janata Party,Female,Post Graduate,"M.Sc. (Child Development); Educated at Bhilai Mahila College (Pt. Ravishankar University, Raipur)",57,17,2,362,0.795379538, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,77.6,1.2,399.2,0.872623273,Rajya Sabha
900140,E.M. Sudarsana Natchiappan,Elected,30-06-2010,29-06-2016,Second Term,N/A,Tamil Nadu,Indian National Congress,Male,Doctorate,"M.A., B.L. Educated at Thiayagarajar College, Madurai, Madras Law College, Chennai and Madurai Kamaraj University, Madurai",77,108,8,302,0.969892473,"This MP was a minister from Jun 2013 to May 2014.  Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus not available for the above period. Data corresponds to the period from 01-06-2009 to 21-08-2025.",67.2553061,1.513728021,370.3631518,0.798894513,89.98366013,1.029411765,458.8562092,0.732548909,Rajya Sabha
900137,Dinesh Trivedi,Elected,03-04-2020,12-02-2021,Third Term,N/A,West Bengal,All India Trinamool Congress,Male,Professional Post Graduate,M.B.A.,75,5,N/A,40,0.857142857, Data corresponds to the period from 01-06-2009 to 21-08-2025.,7.489084365,N/A,15.55160337,0.798894513,3.75,N/A,16.4375,0.713256803,Rajya Sabha
900261,M.S. Swaminathan,Nominated,10-04-2007,09-04-2013,First Term,N/A,N/A,Independent,Male,Doctorate,"B.Sc., Ph.D. Educated at Travancore University, Coimbatore Agricultural College, Madras University, School of Agriculture, University of Cambridge, U.K. Recepient of 58 Honorary Doctorate degrees from Universities around the world",100,14,1,11,0.764119601, Data corresponds to the period from 01-06-2009 to 21-08-2025.,32.62541197,0.968051246,244.7967571,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900252,M. Rama Jois,Elected,26-06-2008,25-06-2014,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., B.L. Educated at Central College and Government Law College, Bangalore, University of Mysore Conferred Honorary Doctor of Laws by Kuvempu University, Karnataka",94,62,8,16,0.874651811, Data corresponds to the period from 01-06-2009 to 21-08-2025.,39.26695801,0.968051246,284.2491237,0.798894513,26.33232323,1.887878788,158.5686869,0.732425211,Rajya Sabha
900394,R. K. Sinha,Elected,10-04-2014,09-04-2020,First Term,N/A,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) N.L. Educated at A.N. College, Patna",73,31,1,86,0.78042328, Data corresponds to the period from 01-06-2009 to 21-08-2025.,97.86446071,1.500965027,324.7388369,0.798894513,127.8372461,0.148351648,178.5467033,0.82334322,Rajya Sabha
900606,Yajnik Amee Harshadray,Elected,03-04-2018,02-04-2024,First Term,N/A,Gujarat,Indian National Congress,Female,Doctorate,"J.S.D., Doctor of Science of Law and J.S.M., Master of Science of Law, Stanford University, U.S.A. M.E.E., Masters in Ecology and Environment, IIEE, New Delhi LL.B., L.A. Shah Law College, Ahmedabad and B.Sc., M.G. Science Institute, Ahmedabad, Gujarat University",66,229,1,705,0.959501558, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,65.14285714,0.125,236.25,0.849676415,Rajya Sabha
900523,Sonal Mansingh,Nominated,14-07-2018,13-07-2024,First Term,N/A,N/A,Bharatiya Janata Party,Female,Doctorate,Information not available,81,100,0,92,0.732087227, Data corresponds to the period from 01-06-2009 to 21-08-2025.,114.2275181,1.406783328,254.3503617,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900647,Aneel Prasad Hegde,Elected,23-05-2022,02-04-2024,First Term,N/A,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,"P.U.C. (Pre University Course) Educated at JSS Banashankari Arts, Commerce and S.K. Gubbi Science College, Dharwad, Karnataka",65,20,2,99,0.948979592, Data corresponds to the period from 01-06-2009 to 21-08-2025.,38.90692644,0.644476445,79.18799066,0.798894513,15.46666667,0.8,55.93333333,0.82334322,Rajya Sabha
900033,Amar Shankar Sable,Elected,16-03-2015,02-04-2020,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.A., Diploma in Journalism",57,56,6,413,0.918539326, Data corresponds to the period from 01-06-2009 to 21-08-2025.,82.23703591,1.226975471,276.226409,0.798894513,69.45277778,3.829738562,381.0906863,0.780735151,Rajya Sabha
900513,Shobhana Bhartia,Nominated,16-02-2006,15-02-2012,First Term,N/A,N/A,Independent,Female,Graduate,"Senior Cambridge, B.A.(Hons.) Educated at Loreto House and Loreto College, Calcutta",68,11,1,590,0.84057971, Data corresponds to the period from 01-06-2009 to 21-08-2025.,21.78791778,0.61776919,167.7708056,0.798894513,N/A,N/A,N/A,N/A,Rajya Sabha
900441,Rangasayee Ramakrishna,Elected,03-04-2012,02-04-2018,First Term,N/A,Karnataka,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics), B.L. Educated at Sri Ramakrishna Mission High School, Chennai, Loyola College, Madras University and Madras Law College, Madras University, Chennai",91,31,1,79,0.973809524, Data corresponds to the period from 01-06-2009 to 21-08-2025.,76.5291343,1.331050954,332.9466233,0.798894513,54.51767677,1.181818182,332.4858586,0.732425211,Rajya Sabha
900583,Vijay Goel,Elected,10-04-2014,09-04-2020,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"Honorary D. Lit., M.Com., LL.B. Educated at Shri Ram College of Commerce and Law Centre, University of Delhi",71,55,3,435,0.897196262,"This MP was a minister from July 2016 to May 2019. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. Data corresponds to the period from 01-06-2009 to 21-08-2025.",62.56140911,0.994124025,167.747099,0.798894513,49.06666667,1.333333333,152.0555556,0.836577527,Rajya Sabha
900210,K.N. Balagopal,Elected,03-04-2010,02-04-2016,First Term,N/A,Kerala,Communist Party of India (Marxist),Male,Professional Post Graduate,"M.Com., LL.B., LL.M. ; Educated at S.N. College, Punalur, M.G. College, Trivendrum, The Law Academy, Trivendrum, Kerala University, Thiruvanathapuram (Kerala)",62,196,1,762,0.830588235, Data corresponds to the period from 01-06-2009 to 21-08-2025.,60.01791652,1.283100005,325.2657498,0.798894513,95.70714286,1.017857143,468.45,0.795412107,Rajya Sabha
900605,Y. S. Chowdary,Elected,22-06-2016,21-06-2022,Second Term,N/A,Andhra Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.E. (Bachelor of Engineering) from Chaitanya Institute of Technology, Hyderabad Master of Engineering from P.S.G. College of Technology, Coimbatore",64,70,1,552,0.772727273,"This MP was a minister from Nov 2014 to Mar 08, 2018. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 14th Aug, 2014 and after Mar 08, 2018.. Data corresponds to the period from 01-06-2009 to 21-08-2025.",106.8634448,1.420238189,390.4747448,0.798894513,79.36560107,2.31969697,598.7006827,0.779348793,Rajya Sabha
900099,Binoy Viswam,Elected,02-07-2018,01-07-2024,First Term,N/A,Kerala,Communist Party of India,Male,Professional Graduate,"B.A., L.L.B. Educated at Maharajas College, Ernakulam and Law Academy, Law College, Trivandrum",69,321,2,449,0.809968847, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.9946414,1.406783328,254.3503617,0.798894513,270.2916667,4.638888889,350.8194444,0.795412107,Rajya Sabha
900574,Vaiko,Elected,25-07-2019,24-07-2025,Fourth Term,N/A,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Econonics), B.L. Educated at St. Xavier's College, Palayamkottai, Presidency College and Law College, Chennai (Tamil Nadu)",81,90,2,514,0.593059937, Data corresponds to the period from 01-06-2009 to 21-08-2025.,140.0041964,1.468902735,256.7153953,0.798894513,213.0013072,1.555555556,258.6431373,0.732548909,Rajya Sabha
900023,Ajay Pratap Singh,Elected,03-04-2018,02-04-2024,First Term,N/A,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"Post Graduate from A.P.S. University, Sidhi, Graduate from S.G.S. College, Sidhi; Dholpur Military School, Madhya Pradesh",58,95,1,268,0.890965732, Data corresponds to the period from 01-06-2009 to 21-08-2025.,113.8576551,1.406783328,257.6785368,0.798894513,83.33333333,0.361111111,248.2083333,0.856294567,Rajya Sabha
900410,Rajeev Chandrasekhar,Elected,03-04-2018,02-04-2024,Third Term,N/A,Karnataka,Bharatiya Janata Party,Male,Post Graduate,"B.E. (Electrical Engg.), Masters in Computer Science, Advanced Management Programme Educated at Manipal Institute of Technology, Manipal (Karnataka), Illinois Institute of Technology, Chicago and Harvard University, Boston (U.S.A.)",61,89,12,1088,0.740276035,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2009 to 21-08-2025.",151.5688351,2.469016273,623.9289352,0.798894513,112.3186869,2.896969697,569.4656566,0.732425211,Rajya Sabha
900590,Vikas Mahatme,Elected,05-07-2016,04-07-2022,First Term,N/A,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.S. (Ophthalmology) from Govt. Medical College, Nagpur, Maharashtra",67,120,5,563,0.96011396, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,109.5076007,3.528151261,387.7345777,0.780735151,Rajya Sabha
900750,Madan Rathore,Elected,04-04-2024,In Office,First Term,N/A,Rajasthan,Bharatiya Janata Party,Male,Information not available,Information not available,71,55,0,235,0.941860465, Data corresponds to the period from 01-06-2009 to 21-08-2025.,42.88664118,0.30286215,76.79479366,0.798894513,23.2,N/A,84.96666667,0.836577527,Rajya Sabha
900022,Ahmed Patel,Elected,19-08-2017,25-11-2020,Fifth Term,N/A,Gujarat,Indian National Congress,Male,Graduate,"B.Sc. Educated at Shree Jayendra Puri Arts and Science College, Bharuch (South Gujarat University) and M.S. University, Baroda",76,33,3,253,0.704134367, Data corresponds to the period from 01-06-2009 to 21-08-2025.,142.0063714,2.469016273,616.5277513,0.798894513,89.78525641,2.963383838,561.8713231,0.849676415,Rajya Sabha
900382,Prasanna Acharya,Elected,02-07-2016,01-07-2022,First Term,N/A,Odisha,Biju Janata Dal,Male,Professional Graduate,"LLB from L.R. Law College Sambalpur University and Graduation from Panchayat College, Sambalpur University",76,135,1,167,0.817663818, Data corresponds to the period from 01-06-2009 to 21-08-2025.,101.6759078,1.197399006,289.8105045,0.798894513,280.0333333,2.222222222,314.5095238,0.784052122,Rajya Sabha
900067,Avinash Pande,Elected,05-07-2010,04-07-2016,First Term,N/A,Maharashtra,Indian National Congress,Male,Post Graduate,"B.Com, M.A. (Economics), M.A. (Public Administration) D.B.M., LL.B. ; Educated at Nagpur University, Nagpur",67,26,3,406,0.834515366, Data corresponds to the period from 01-06-2009 to 21-08-2025.,63.22170818,1.189831851,322.5160792,0.798894513,61.36478758,2.658905229,509.1454248,0.780735151,Rajya Sabha
900355,P.L. Punia,Elected,26-11-2014,25-11-2020,First Term,N/A,Uttar Pradesh,Indian National Congress,Male,Doctorate,"M.A., Ph.D.; Educated at Punjab University, Chandigarh and Lucknow University, Lucknow, Uttar Pradesh",80,267,3,688,0.870801034, Data corresponds to the period from 01-06-2009 to 21-08-2025.,96.43396828,1.415439918,310.4180391,0.798894513,118.5469075,0.466666667,290.5489327,0.84305552,Rajya Sabha
900229,Kanwar Deep Singh,Elected,03-04-2014,02-04-2020,Second Term,N/A,West Bengal,All India Trinamool Congress,Male,Graduate,"B.A.,Punjabi University, Patiala (Punjab)",64,14,5,813,0.884036145,"This MP was re-elected/nominated. During his previous term, he was affiliated with JMM; the term ended on Dec 15, 2010. Data corresponds to the period from 01-06-2009 to 21-08-2025.",125.5358964,2.145120103,521.1759173,0.798894513,162.0916667,2.904166667,610.5,0.747720489,Rajya Sabha
900453,Ripun Bora,Elected,03-04-2016,02-04-2022,First Term,N/A,Assam,Indian National Congress,Male,Professional Post Graduate,"B.A., M.A., LLB.",69,142,5,535,0.845697329, Data corresponds to the period from 01-06-2009 to 21-08-2025.,102.9368569,1.22359988,298.5735271,0.798894513,62.68253968,0.714285714,225.731746,0.869753516,Rajya Sabha
900253,M. Shanmugam,Elected,25-07-2019,24-07-2025,First Term,N/A,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,"S.S.L.C. Educated at Banadurai High School, Kumbakonam, Tamil Nadu",85,396,2,481,0.850609756, Data corresponds to the period from 01-06-2009 to 21-08-2025.,140.0041964,1.468902735,256.7153953,0.798894513,213.0013072,1.555555556,258.6431373,0.732548909,Rajya Sabha
900300,Mohd. Ali Khan,Elected,10-04-2008,09-04-2020,Second Term,N/A,Andhra Pradesh,Indian National Congress,Male,Under Matric,N/A,77,123,1,1637,0.95026178, Data corresponds to the period from 01-06-2009 to 21-08-2025.,136.9358632,2.469016273,608.9879606,0.798894513,109.5499445,5.504040404,920.7101523,0.779348793,Rajya Sabha
900346,O.T. Lepcha,Elected,24-02-2006,23-02-2012,First Term,N/A,Sikkim,Sikkim Democratic Front,Male,Under Graduate,N/A,55,16,2,155,0.77294686, Data corresponds to the period from 01-06-2009 to 21-08-2025.,21.78791778,0.61776919,167.7708056,0.798894513,16,2,155,0.739285401,Rajya Sabha
